Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instr_text,Spreadsheet: digit,Spreadsheet: correct,Spreadsheet: random_blocks,Spreadsheet: random_trials,Spreadsheet: size,branch-s3b7,branch-wcx7,branch-spxp
217,1754560594648,07/08/2025 09:56,1754564194648,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,68,trial,digit,9l7l5c,1,timedOut,,200.29999999998836,199.79999999998836,200.29999999998836,200.29999999998836,199.79999999998836,200.29999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,20,20,130,Eligible,Voucher,Yes
218,1754560595548,07/08/2025 09:56,1754564195548,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,68,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,20,20,130,Eligible,Voucher,Yes
219,1754560595748,07/08/2025 09:56,1754564195748,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,69,trial,digit,9l7l5c,1,timedOut,,200.40000000299187,199.90000000002328,200.40000000299187,200.40000000299187,199.90000000002328,200.40000000299187,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,20,20,130,Eligible,Voucher,Yes
220,1754560596647,07/08/2025 09:56,1754564196647,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,69,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,20,20,130,Eligible,Voucher,Yes
221,1754560596847,07/08/2025 09:56,1754564196847,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,70,trial,digit,9l7l5c,1,timedOut,,200.30000000295695,199.79999999998836,200.30000000295695,200.30000000295695,199.79999999998836,200.30000000295695,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,20,20,170,Eligible,Voucher,Yes
222,1754560597746,07/08/2025 09:56,1754564197746,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,70,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,20,20,170,Eligible,Voucher,Yes
223,1754560597946,07/08/2025 09:56,1754564197946,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,71,trial,digit,9l7l5c,1,timedOut,,200.30000000447035,199.90000000002328,200.30000000447035,200.30000000447035,199.90000000002328,200.30000000447035,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,20,20,130,Eligible,Voucher,Yes
224,1754560598845,07/08/2025 09:56,1754564198845,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,71,trial,mask,y6xgix,2,response,noresponse,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,20,20,130,Eligible,Voucher,Yes
225,1754560599045,07/08/2025 09:56,1754564199045,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,72,trial,digit,9l7l5c,1,timedOut,,200.30000000598375,199.90000000002328,200.30000000598375,200.30000000598375,199.90000000002328,200.30000000598375,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,20,,90,Eligible,Voucher,Yes
226,1754560599944,07/08/2025 09:56,1754564199944,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,72,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,20,,90,Eligible,Voucher,Yes
227,1754560600144,07/08/2025 09:56,1754564200144,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,73,trial,digit,9l7l5c,1,timedOut,,200.29999999998836,199.79999999998836,200.29999999998836,200.29999999998836,199.79999999998836,200.29999999998836,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,16,16,170,Eligible,Voucher,Yes
228,1754560601043,07/08/2025 09:56,1754564201043,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,73,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,16,16,170,Eligible,Voucher,Yes
229,1754560601243,07/08/2025 09:56,1754564201243,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,74,trial,digit,9l7l5c,1,timedOut,,200.30000000150176,199.79999999998836,200.30000000150176,200.30000000150176,199.79999999998836,200.30000000150176,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,16,16,120,Eligible,Voucher,Yes
230,1754560602142,07/08/2025 09:56,1754564202142,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,74,trial,mask,y6xgix,2,response,noresponse,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,16,16,120,Eligible,Voucher,Yes
231,1754560602342,07/08/2025 09:56,1754564202342,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,75,trial,digit,9l7l5c,1,timedOut,,200.20000000146683,199.79999999998836,200.20000000146683,200.20000000146683,199.79999999998836,200.20000000146683,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,16,16,130,Eligible,Voucher,Yes
232,1754560603241,07/08/2025 09:56,1754564203241,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,75,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,16,16,130,Eligible,Voucher,Yes
233,1754560603441,07/08/2025 09:56,1754564203441,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,76,trial,digit,9l7l5c,1,timedOut,,200.30000000295695,200,200.30000000295695,200.30000000295695,200,200.30000000295695,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,16,16,130,Eligible,Voucher,Yes
234,1754560604341,07/08/2025 09:56,1754564204341,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,76,trial,mask,y6xgix,2,response,noresponse,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,16,16,130,Eligible,Voucher,Yes
235,1754560604540,07/08/2025 09:56,1754564204540,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,77,trial,digit,9l7l5c,1,timedOut,,200.5000000015134,200,200.5000000015134,200.5000000015134,200,200.5000000015134,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,16,16,90,Eligible,Voucher,Yes
236,1754560605440,07/08/2025 09:56,1754564205440,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,77,trial,mask,y6xgix,2,response,noresponse,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,899.1000000000349,1,0,0,,Time Limit,screen,0,screen,trial,,4,space,16,16,90,Eligible,Voucher,Yes
237,1754560605639,07/08/2025 09:56,1754564205639,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,78,trial,digit,9l7l5c,1,timedOut,,200.20000000594882,199.79999999998836,200.20000000594882,200.20000000594882,199.79999999998836,200.20000000594882,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,16,16,130,Eligible,Voucher,Yes
238,1754560606539,07/08/2025 09:56,1754564206539,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,78,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,16,16,130,Eligible,Voucher,Yes
239,1754560606738,07/08/2025 09:56,1754564206738,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,79,trial,digit,9l7l5c,1,timedOut,,200.30000000150176,199.79999999998836,200.30000000150176,200.30000000150176,199.79999999998836,200.30000000150176,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,16,16,140,Eligible,Voucher,Yes
240,1754560607638,07/08/2025 09:56,1754564207638,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,79,trial,mask,y6xgix,2,response,noresponse,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,899.2000000000116,1,0,0,,Time Limit,screen,0,screen,trial,,8,space,16,16,140,Eligible,Voucher,Yes
241,1754560607838,07/08/2025 09:56,1754564207838,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,80,trial,digit,9l7l5c,1,timedOut,,200.40000000299187,199.79999999998836,200.40000000299187,200.40000000299187,199.79999999998836,200.40000000299187,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,16,16,110,Eligible,Voucher,Yes
242,1754560608737,07/08/2025 09:56,1754564208737,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,80,trial,mask,y6xgix,2,response,noresponse,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,899.3000000000466,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,16,16,110,Eligible,Voucher,Yes
243,1754560608937,07/08/2025 09:56,1754564208937,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,81,trial,digit,9l7l5c,1,timedOut,,200.50000000593718,199.89999999996508,200.50000000593718,200.50000000593718,199.89999999996508,200.50000000593718,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,16,,140,Eligible,Voucher,Yes
244,1754560609836,07/08/2025 09:56,1754564209836,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,81,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,16,,140,Eligible,Voucher,Yes
245,1754560610036,07/08/2025 09:56,1754564210036,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,82,trial,digit,9l7l5c,1,timedOut,,200.30000000598375,199.80000000004657,200.30000000598375,200.30000000598375,199.80000000004657,200.30000000598375,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,9,9,110,Eligible,Voucher,Yes
246,1754560610935,07/08/2025 09:56,1754564210935,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,82,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,2,space,9,9,110,Eligible,Voucher,Yes
247,1754560611135,07/08/2025 09:56,1754564211135,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,83,trial,digit,9l7l5c,1,timedOut,,200.20000000594882,199.70000000001164,200.20000000594882,200.20000000594882,199.70000000001164,200.20000000594882,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,9,9,170,Eligible,Voucher,Yes
248,1754560612034,07/08/2025 09:56,1754564212034,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,83,trial,mask,y6xgix,2,response,noresponse,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,899.2999999999884,1,0,0,,Time Limit,screen,0,screen,trial,,5,space,9,9,170,Eligible,Voucher,Yes
249,1754560612234,07/08/2025 09:56,1754564212234,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,84,trial,digit,9l7l5c,1,timedOut,,200.5000000029686,200,200.5000000029686,200.5000000029686,200,200.5000000029686,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,9,9,140,Eligible,Voucher,Yes
250,1754560613133,07/08/2025 09:56,1754564213133,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,84,trial,mask,y6xgix,2,response,noresponse,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,899.0999999999767,1,0,0,,Time Limit,screen,0,screen,trial,,6,space,9,9,140,Eligible,Voucher,Yes
251,1754560613341,07/08/2025 09:56,1754564213341,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,85,trial,digit,9l7l5c,1,timedOut,,208.40000000299187,199.79999999998836,208.40000000299187,208.40000000299187,199.79999999998836,208.40000000299187,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,9,9,160,Eligible,Voucher,Yes
252,1754560614232,07/08/2025 09:56,1754564214232,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,85,trial,mask,y6xgix,2,response,noresponse,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,899.4000000000233,1,0,0,,Time Limit,screen,0,screen,trial,,9,space,9,9,160,Eligible,Voucher,Yes
253,1754560614432,07/08/2025 09:56,1754564214432,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,86,trial,digit,9l7l5c,1,timedOut,,200.10000000149012,199.70000000001164,200.10000000149012,200.10000000149012,199.70000000001164,200.10000000149012,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,9,9,130,Eligible,Voucher,Yes
254,1754560615340,07/08/2025 09:56,1754564215340,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,86,trial,mask,y6xgix,2,response,noresponse,899.3999999999651,899.3999999999651,899.3999999999651,899.3999999999651,899.3999999999651,899.3999999999651,1,0,0,,Time Limit,screen,0,screen,trial,,1,space,9,9,130,Eligible,Voucher,Yes
255,1754560615531,07/08/2025 09:56,1754564215531,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,87,trial,digit,9l7l5c,1,timedOut,,200.30000000598375,199.80000000004657,200.30000000598375,200.30000000598375,199.80000000004657,200.30000000598375,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,9,,160,Eligible,Voucher,Yes
256,1754560616431,07/08/2025 09:56,1754564216431,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,87,trial,mask,y6xgix,2,response,noresponse,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,899.1999999999534,1,0,0,,Time Limit,screen,0,screen,trial,,3,noresponse,9,,160,Eligible,Voucher,Yes
257,1754560616630,07/08/2025 09:56,1754564216630,1,07/08/2025 11:56,233799,28,task-kwp2,,48572346,BLINDED,13934025,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,SART - JB2012 Exp2 - Self report,5,selfreport_probe,spreadsheet_sr,spreadsheet_sr,88,trial,digit,9l7l5c,1,timedOut,,200.30000000598375,199.80000000004657,200.30000000598375,200.30000000598375,199.80000000004657,200.30000000598375,1,0,0,,Time Limit,screen,0,screen,trial,,7,space,9,9,130,Eligible,Voucher,Yes
